Date,Age,Gender,City,Customer_Type,Product_Category,Quantity,Unit_Cost,Unit_Price,Discount,Payment_Method,Customer_Satisfaction,Previous_Purchases,Revenue
2024-08-01 13:06:45.040504048,40.0,Femme,Dakar,Fidèle,Mode,1,795.0,1099.0,0.042,Wave,3.8,4,1053.0
2023-06-13 09:22:05.292529252,55.0,Homme,Kaolack,Occasionnel,Beauté,3,2480.0,3681.0,0.092,Orange Money,2.6,4,10027.0
2024-09-30 05:30:56.705670560,70.0,Homme,Kaolack,Fidèle,Beauté,3,1888.0,2840.0,0.056,Wave,3.6,2,8043.0
2023-05-30 22:05:30.513051304,58.0,Autre,Dakar,Occasionnel,Mode,4,789.0,1221.0,0.115,Orange Money,2.9,2,4322.0
2025-08-31 18:30:46.984698464,67.0,Homme,Rufisque,Occasionnel,Beauté,4,1407.0,1931.0,0.081,Wave,3.0,5,7098.0
2023-09-23 10:54:32.727272724,70.0,Femme,Dakar,Fidèle,Maison,3,717.0,901.0,0.036,Wave,3.3,3,2606.0
2025-07-28 14:29:42.178217808,42.0,Homme,Rufisque,Occasionnel,Maison,3,502.0,665.0,0.079,Wave,4.7,2,1837.0
2024-11-21 03:18:44.392439240,25.0,Homme,Thiès,Occasionnel,Maison,1,2946.0,3890.0,0.086,Wave,2.0,2,3555.0
2025-11-16 20:48:36.291629152,70.0,Femme,Dakar,Occasionnel,Alimentation,4,1476.0,1705.0,0.056,Espèces,3.5,4,6438.0
2025-08-04 22:35:19.171917184,30.0,Homme,Rufisque,Fidèle,Alimentation,5,1878.0,2283.0,0.103,Orange Money,3.2,6,10239.0
2024-01-14 03:23:29.540954092,48.0,Homme,Dakar,Occasionnel,Beauté,4,1191.0,1512.0,0.057,Espèces,4.6,5,5703.0
2023-08-18 07:34:56.489648964,65.0,Homme,Saint-Louis,Occasionnel,Alimentation,5,463.0,704.0,0.102,Orange Money,4.8,2,3161.0
2023-03-15 16:49:15.175517551,25.0,Femme,Dakar,Fidèle,Maison,6,465.0,730.0,0.036,Espèces,2.5,5,4222.0
2025-08-27 22:31:25.868586848,67.0,Homme,Dakar,Occasionnel,Électronique,4,583.0,891.0,0.009,Orange Money,3.2,2,3532.0
2025-04-20 09:17:20.144014400,52.0,Femme,Dakar,Fidèle,Maison,5,1210.0,1648.0,0.049,Espèces,2.9,2,7836.0
2023-04-30 16:41:28.568856884,21.0,Femme,Dakar,Occasionnel,Alimentation,3,632.0,949.0,0.114,Espèces,2.9,5,2522.0
2024-12-14 19:01:01.566156608,48.0,Homme,Rufisque,Occasionnel,Beauté,4,974.0,1348.0,0.029,Wave,3.0,3,5236.0
2025-08-01 07:51:21.548154816,20.0,Homme,Dakar,Occasionnel,Beauté,2,1368.0,1644.0,0.062,Orange Money,3.4,3,2650.0
2024-01-15 21:26:37.479747972,57.0,Femme,Dakar,Occasionnel,Beauté,3,1266.0,1705.0,0.107,Espèces,2.3,8,4568.0
2023-10-04 20:14:54.329432940,44.0,Homme,Thiès,Occasionnel,Électronique,6,1194.0,1856.0,0.158,Espèces,4.3,5,9377.0
2023-06-09 21:15:49.414941492,61.0,Homme,Thiès,Occasionnel,Électronique,3,842.0,1108.0,0.112,Wave,2.3,5,2952.0
2025-11-24 18:02:42.016201616,44.0,Femme,Dakar,Occasionnel,Mode,3,859.0,1246.0,0.083,Orange Money,4.4,2,3428.0
2023-09-23 00:23:45.742574256,64.0,Homme,Saint-Louis,Occasionnel,Mode,6,1409.0,2042.0,0.106,Orange Money,4.5,1,10953.0
2024-11-30 05:27:29.324932488,27.0,Femme,Ziguinchor,Occasionnel,Alimentation,5,935.0,1402.0,0.018,Orange Money,4.4,8,6884.0
2025-07-17 02:31:38.829882976,34.0,Homme,Ziguinchor,Fidèle,Mode,1,1119.0,1911.0,0.049,Orange Money,3.4,5,1817.0
2024-02-06 21:43:28.460846080,40.0,Homme,Touba,Occasionnel,Électronique,3,1114.0,1600.0,0.016,Orange Money,2.4,2,4723.0
2024-12-18 09:44:59.189918984,39.0,Femme,Saint-Louis,Occasionnel,Alimentation,4,921.0,1416.0,0.078,Virement,2.8,4,5222.0
2025-04-05 19:43:47.902790272,57.0,Homme,Thiès,Occasionnel,Mode,4,902.0,1212.0,0.057,Orange Money,3.0,3,4572.0
2025-03-21 17:01:46.930693064,67.0,Femme,Dakar,Occasionnel,Mode,2,647.0,902.0,0.096,Carte bancaire,2.8,3,1631.0
2025-05-08 08:19:26.516651664,27.0,Femme,Thiès,Occasionnel,Mode,1,1284.0,1799.0,0.133,Espèces,2.3,3,1560.0
2025-03-01 10:48:03.888388832,30.0,Homme,Dakar,Fidèle,Électronique,4,1532.0,1959.0,0.104,Orange Money,2.4,9,7021.0
2023-07-09 05:38:17.389738972,20.0,Femme,Thiès,Fidèle,Beauté,6,1201.0,1867.0,0.035,Wave,5.0,6,10810.0
2023-12-11 20:23:58.703870384,58.0,Homme,Ziguinchor,Fidèle,Maison,3,323.0,484.0,0.04,Virement,3.7,3,1394.0
2024-06-23 16:04:45.148514848,30.0,Homme,Dakar,Occasionnel,Maison,2,478.0,813.0,0.041,Virement,3.9,3,1559.0
2023-03-09 21:31:22.628262826,32.0,Femme,Saint-Louis,Occasionnel,Maison,5,996.0,1497.0,0.052,Carte bancaire,1.6,1,7096.0
2023-11-18 23:05:33.753375336,55.0,Homme,Kaolack,Occasionnel,Mode,5,381.0,561.0,0.177,Virement,2.4,3,2309.0
2023-08-20 06:53:27.920792076,46.0,Homme,Dakar,Occasionnel,Maison,5,2018.0,2721.0,0.078,Virement,3.5,6,12544.0
2024-11-29 13:41:18.847884784,30.0,Femme,Thiès,Occasionnel,Électronique,2,1407.0,1752.0,0.092,Carte bancaire,3.2,6,3182.0
2023-05-13 22:42:39.855985598,62.0,Homme,Dakar,Fidèle,Électronique,1,524.0,801.0,0.069,Orange Money,4.0,0,746.0
2024-08-08 10:41:35.049504944,30.0,Femme,Dakar,Fidèle,Mode,5,2042.0,2981.0,0.01,Carte bancaire,4.0,7,14756.0
2025-12-16 20:57:14.743474336,58.0,Homme,Touba,Fidèle,Mode,1,1588.0,2095.0,0.039,Orange Money,2.9,3,2013.0
2025-03-31 03:03:37.101710168,35.0,Femme,Touba,Fidèle,Électronique,3,671.0,952.0,0.072,Wave,5.0,5,2650.0
2024-03-17 18:24:44.068406840,68.0,Femme,Rufisque,Occasionnel,Beauté,4,1014.0,1526.0,0.009,Wave,2.9,6,6049.0
2024-06-28 09:05:40.234023400,33.0,Femme,Saint-Louis,Occasionnel,Mode,3,2304.0,3798.0,0.029,Espèces,1.8,3,11064.0
2024-10-11 04:20:31.323132312,24.0,Homme,Dakar,Occasionnel,Électronique,5,898.0,1173.0,0.012,Orange Money,2.8,5,5795.0
2025-11-07 02:53:40.882088208,21.0,Femme,Ziguinchor,Fidèle,Maison,5,871.0,1284.0,0.106,Orange Money,4.0,5,5739.0
2024-05-19 04:31:19.387938792,36.0,Femme,Kaolack,Occasionnel,Maison,2,699.0,1100.0,0.046,Wave,3.5,3,2099.0
2023-05-05 09:42:23.654365436,41.0,Femme,Kaolack,Fidèle,Mode,3,1711.0,2306.0,0.085,Virement,3.9,3,6330.0
2023-07-15 16:42:20.414041402,39.0,Femme,Thiès,Occasionnel,Beauté,1,1616.0,2205.0,0.033,Orange Money,3.2,3,2132.0
2025-08-26 17:36:46.660666064,53.0,Femme,Ziguinchor,Fidèle,Mode,5,1541.0,2187.0,0.01,Orange Money,4.0,3,10826.0
2024-03-28 06:43:31.701170112,70.0,Homme,Rufisque,Occasionnel,Mode,1,418.0,610.0,0.085,Espèces,2.9,2,558.0
2023-10-13 17:08:15.769576956,64.0,Femme,Dakar,Occasionnel,Alimentation,5,5734.0,9964.0,0.01,Orange Money,3.1,2,49322.0
2025-12-26 20:07:33.645364528,51.0,Femme,Dakar,Occasionnel,Alimentation,6,2779.0,3753.0,0.057,Carte bancaire,2.4,5,21234.0
2023-07-01 18:54:58.649864986,48.0,Femme,Saint-Louis,Occasionnel,Mode,2,1532.0,2138.0,0.04,Orange Money,2.3,4,4105.0
2024-05-22 03:29:06.534653464,35.0,Femme,Touba,Occasionnel,Mode,2,1927.0,2891.0,0.057,Espèces,2.5,4,5452.0
2023-02-24 18:07:53.087308730,52.0,Femme,Rufisque,Occasionnel,Électronique,3,515.0,615.0,0.01,Wave,4.2,3,1827.0
2025-05-07 21:48:39.531953184,23.0,Homme,Dakar,Fidèle,Mode,2,1760.0,2746.0,0.033,Orange Money,3.6,3,5311.0
2025-06-05 06:31:51.791179104,51.0,Femme,Touba,Occasionnel,Électronique,4,1027.0,1416.0,0.084,Orange Money,3.9,1,5188.0
2025-01-04 19:38:36.831683160,36.0,Homme,Rufisque,Occasionnel,Mode,2,1293.0,1970.0,0.044,Orange Money,5.0,9,3767.0
2023-05-18 05:12:47.956795678,56.0,Homme,Thiès,Occasionnel,Alimentation,5,781.0,1097.0,0.161,Carte bancaire,3.8,3,4602.0
2023-06-30 00:51:50.711071106,42.0,Homme,Dakar,Fidèle,Électronique,6,1831.0,2622.0,0.06,Carte bancaire,5.0,7,14788.0
2023-07-20 17:36:20.738073806,59.0,Femme,Kaolack,Fidèle,Mode,2,1928.0,2887.0,0.07,Wave,3.5,4,5370.0
2025-08-22 11:06:38.559855984,20.0,Femme,Kaolack,Occasionnel,Maison,2,875.0,1305.0,0.046,Orange Money,3.2,4,2490.0
2024-05-31 03:00:09.720972096,60.0,Homme,Dakar,Fidèle,Beauté,6,967.0,1262.0,0.167,Wave,3.0,5,6307.0
2025-04-04 14:49:08.694869480,46.0,Homme,Dakar,Fidèle,Beauté,3,749.0,895.0,0.044,Wave,3.8,4,2567.0
2024-06-02 04:56:22.898289824,26.0,Homme,Dakar,Fidèle,Maison,6,1634.0,2257.0,0.107,Carte bancaire,4.3,3,12093.0
2023-03-24 11:04:54.869486948,47.0,Femme,DAKAR,Fidèle,Maison,4,1608.0,2206.0,0.036,Virement,3.9,4,8506.0
2023-08-15 08:37:09.342934292,25.0,Femme,Dakar,Occasionnel,Mode,3,1303.0,1719.0,0.062,Orange Money,2.9,4,4837.0
2025-02-12 03:32:07.992799272,56.0,Femme,Rufisque,Occasionnel,Maison,4,1128.0,1593.0,0.024,Wave,5.0,3,6219.0
2023-04-10 05:12:22.034203420,56.0,Femme,Thiès,Occasionnel,Électronique,3,2227.0,2823.0,0.054,Wave,3.1,4,8012.0
2025-05-11 23:03:24.140414032,33.0,Femme,Kaolack,Occasionnel,Alimentation,5,1534.0,2301.0,0.033,Espèces,2.3,5,11125.0
2023-08-09 00:10:48.064806480,56.0,Femme,Thiès,Occasionnel,Alimentation,1,4040.0,5811.0,0.183,Orange Money,3.5,3,4748.0
2025-03-31 13:34:24.086408632,40.0,Homme,Thiès,Fidèle,Alimentation,2,1233.0,1623.0,0.078,Carte bancaire,4.8,2,2993.0
2023-08-01 10:49:47.578757876,43.0,Femme,Dakar,Fidèle,Beauté,2,1338.0,1741.0,0.049,Orange Money,2.4,6,3311.0
2025-07-07 21:45:12.151215120,53.0,Femme,Dakar,Fidèle,Électronique,4,1621.0,2654.0,0.022,Orange Money,3.8,6,10382.0
2024-08-07 18:55:24.572457240,69.0,Femme,Dakar,Fidèle,Électronique,3,2129.0,2634.0,0.041,Orange Money,5.0,3,7578.0
2025-10-28 08:58:45.472547248,65.0,Femme,Ziguinchor,Occasionnel,Alimentation,4,869.0,1414.0,0.025,Espèces,2.0,3,5515.0
2024-07-30 05:55:08.370837080,43.0,Homme,Dakar,Occasionnel,Alimentation,5,1613.0,2303.0,0.082,Orange Money,5.0,4,10571.0
2024-04-23 16:08:12.529252920,50.0,Homme,Dakar,Fidèle,Électronique,2,672.0,917.0,0.084,Orange Money,2.5,3,1680.0
2025-08-11 17:32:27.434743472,40.0,Femme,Dakar,Occasionnel,Beauté,5,1103.0,1540.0,0.013,Wave,3.2,4,7600.0
2023-08-16 00:23:19.819981996,63.0,Homme,Rufisque,Occasionnel,Mode,5,1419.0,2087.0,0.227,Wave,4.0,4,8066.0
2023-02-02 04:42:33.375337533,39.0,Femme,Rufisque,Fidèle,Maison,4,1743.0,2606.0,0.062,Wave,3.7,7,9288.0
2023-02-08 18:24:18.145814581,18.0,Femme,Thiès,Occasionnel,Alimentation,2,435.0,603.0,0.096,Wave,2.8,3,1090.0
2025-03-08 13:38:17.389738968,24.0,Homme,Saint-Louis,Occasionnel,Beauté,2,963.0,1525.0,0.018,Espèces,4.1,6,2995.0
2025-12-21 08:42:46.336633648,23.0,Homme,Ziguinchor,Occasionnel,Maison,3,748.0,1077.0,0.009,Orange Money,2.4,6,3202.0
2025-07-15 05:50:49.144914480,70.0,Femme,Dakar,Occasionnel,Maison,3,753.0,1009.0,0.101,Wave,3.2,2,2721.0
2024-01-18 20:24:24.626462644,44.0,Homme,Dakar,Fidèle,Mode,5,1227.0,1840.0,0.072,Virement,3.1,6,8538.0
2023-03-23 00:54:52.169216921,42.0,Femme,Dakar,Occasionnel,Électronique,3,1022.0,1528.0,0.119,Virement,3.4,2,4039.0
2023-05-17 23:57:24.464446444,21.0,Autre,Dakar,Occasionnel,Mode,1,2452.0,3205.0,0.024,Orange Money,3.6,5,3128.0
2023-06-27 07:09:27.056705670,59.0,Femme,Dakar,Fidèle,Beauté,1,1739.0,2590.0,0.082,Orange Money,4.8,6,2378.0
2025-04-07 05:53:50.603060296,40.0,Homme,Rufisque,Occasionnel,Mode,1,1365.0,1880.0,0.023,Espèces,2.3,5,1837.0
2023-04-13 04:10:09.180918091,48.0,Homme,Dakar,Occasionnel,Beauté,2,950.0,1488.0,0.034,Carte bancaire,1.6,3,2875.0
2023-07-17 02:52:23.114311430,50.0,Femme,Thiès,Occasionnel,Électronique,4,2593.0,3241.0,0.052,Wave,2.5,3,12290.0
2025-03-27 01:48:52.493249320,33.0,Homme,Kaolack,Occasionnel,Maison,3,939.0,1503.0,0.012,Wave,3.4,4,4455.0
2025-01-18 14:48:16.849684960,39.0,Femme,Saint-Louis,Occasionnel,Électronique,3,1848.0,2797.0,0.078,Orange Money,2.4,3,7737.0
2023-08-01 02:56:42.340234020,63.0,Homme,Dakar,Fidèle,Maison,4,1369.0,1883.0,0.015,Orange Money,3.1,5,7419.0
2023-08-15 19:07:56.327632760,18.0,Femme,Kaolack,Occasionnel,Électronique,1,2272.0,3087.0,0.157,Carte bancaire,3.5,1,2602.0
2025-04-26 09:50:36.183618352,57.0,Femme,Thiès,Occasionnel,Électronique,2,1130.0,1518.0,0.019,Wave,3.3,7,2978.0
2024-07-02 18:13:30.081008096,62.0,Homme,Dakar,Occasionnel,Beauté,9,1524.0,2073.0,0.056,Virement,3.9,5,17612.0
2025-02-19 14:15:26.732673264,23.0,Femme,Dakar,Fidèle,Mode,3,615.0,894.0,0.091,Carte bancaire,3.8,4,2438.0
2025-05-02 07:46:10.477047696,30.0,Femme,Dakar,Fidèle,Beauté,2,1773.0,2264.0,0.011,Wave,3.3,4,4478.0
2024-04-17 23:28:01.728172816,41.0,Homme,Dakar,Fidèle,Électronique,4,432.0,667.0,0.065,Wave,3.2,8,2495.0
2024-12-24 07:40:33.483348328,36.0,Homme,Ziguinchor,Occasionnel,Beauté,3,1077.0,1552.0,0.003,Wave,3.2,3,4642.0
2025-02-08 07:32:46.876687664,19.0,Femme,Dakar,Fidèle,Mode,5,1679.0,2313.0,0.07,Wave,2.7,6,10755.0
2024-08-29 13:56:52.061206120,31.0,Femme,Dakar,Occasionnel,Alimentation,5,1022.0,1521.0,0.066,Wave,3.9,4,7103.0
2024-07-14 08:49:15.175517544,52.0,Femme,Dakar,Occasionnel,Maison,2,494.0,732.0,0.049,Espèces,3.2,5,1392.0
2025-04-17 12:57:14.743474336,20.0,Homme,Thiès,Occasionnel,Électronique,6,1126.0,1677.0,0.089,Orange Money,5.0,4,9166.0
2023-04-19 23:07:17.443744374,33.0,Homme,Kaolack,Fidèle,Mode,7,1512.0,1987.0,0.062,Orange Money,3.8,2,13047.0
2025-03-05 22:33:35.481548152,69.0,Homme,Ziguinchor,Occasionnel,Beauté,4,1373.0,1887.0,0.016,Espèces,5.0,2,7427.0
2024-09-30 16:01:43.690369032,23.0,Homme,Touba,Occasionnel,Maison,6,1299.0,2068.0,0.086,Carte bancaire,3.4,2,11341.0
2023-06-17 18:29:55.139513950,31.0,Homme,Kaolack,Occasionnel,Beauté,1,1697.0,2547.0,0.024,Orange Money,3.3,1,2486.0
2023-11-20 09:15:36.453645364,56.0,Homme,Dakar,Occasionnel,Mode,4,1501.0,2212.0,0.025,Wave,2.4,3,8627.0
2023-01-23 18:40:43.204320432,57.0,Femme,Kaolack,Occasionnel,Mode,4,1067.0,1627.0,0.045,Wave,3.1,8,6215.0
2025-06-19 20:05:24.032403232,65.0,Homme,Touba,Occasionnel,Alimentation,6,544.0,644.0,0.063,Orange Money,3.3,3,3621.0
2023-11-30 13:41:18.847884788,38.0,Homme,Saint-Louis,Fidèle,Beauté,2,1129.0,1727.0,0.005,Espèces,3.3,5,3437.0
2024-12-25 15:12:54.437443736,53.0,Homme,Kaolack,Occasionnel,Électronique,4,327.0,495.0,0.067,Wave,1.9,4,1847.0
2024-12-30 21:22:18.253825376,37.0,Femme,Touba,Fidèle,Alimentation,5,982.0,1488.0,0.062,Orange Money,3.6,6,6979.0
2023-08-14 14:13:17.119711968,20.0,Homme,Rufisque,Occasionnel,Mode,3,491.0,690.0,0.101,Wave,4.4,7,1861.0
2024-12-17 17:58:48.712871280,64.0,Homme,Touba,Fidèle,Beauté,7,559.0,815.0,0.017,Wave,2.3,2,5608.0
2024-10-07 10:58:51.953195312,34.0,Femme,Kaolack,Occasionnel,Alimentation,4,450.0,663.0,0.019,Carte bancaire,2.7,5,2602.0
2023-05-12 09:54:55.409540954,44.0,Homme,Dakar,Fidèle,Alimentation,2,983.0,1299.0,0.05,Espèces,3.2,4,2468.0
2025-04-06 06:14:34.887488744,67.0,Femme,Thiès,Occasionnel,Alimentation,4,2150.0,2627.0,0.119,Carte bancaire,3.5,1,9258.0
2024-06-09 15:39:41.638163816,59.0,Femme,Thiès,Occasionnel,Beauté,3,487.0,699.0,0.063,Espèces,2.8,5,1965.0
2023-08-27 12:21:23.168316828,32.0,Homme,Dakar,Occasionnel,Maison,1,281.0,389.0,0.048,Espèces,5.0,6,370.0
2024-10-26 22:48:42.772277224,44.0,Homme,Ziguinchor,Fidèle,Alimentation,1,1315.0,1731.0,0.167,Wave,4.5,2,1442.0
2024-08-09 18:13:56.003600352,62.0,Homme,Dakar,Occasionnel,Maison,4,1094.0,1474.0,0.046,Orange Money,1.6,3,5625.0
2023-09-29 14:05:30.513051304,23.0,Homme,Dakar,Fidèle,Mode,5,3249.0,4306.0,0.057,Espèces,3.7,1,20303.0
2025-08-30 10:58:26.030603056,61.0,Homme,Dakar,Occasionnel,Alimentation,5,1206.0,1728.0,0.063,Wave,3.6,2,8096.0
2025-03-02 18:20:24.842484240,45.0,Autre,Dakar,Occasionnel,Mode,4,1749.0,2517.0,0.034,Wave,3.5,3,9726.0
2024-04-14 06:06:22.358235824,43.0,Femme,Kaolack,Occasionnel,Mode,5,831.0,1196.0,0.05,Espèces,2.1,7,5681.0
2023-02-27 06:34:53.249324932,39.0,Homme,Thiès,Fidèle,Mode,2,780.0,1178.0,0.05,Espèces,2.8,5,2238.0
2024-09-22 21:25:19.711971192,45.0,Femme,Dakar,Occasionnel,Alimentation,1,310.0,474.0,0.071,Wave,3.1,2,440.0
2025-12-25 17:50:36.183618352,22.0,Homme,Dakar,Occasionnel,Alimentation,5,1848.0,2968.0,0.116,Orange Money,3.3,2,13119.0
2025-04-26 15:05:59.675967584,24.0,Homme,Kaolack,Occasionnel,Alimentation,3,1967.0,2283.0,0.099,Carte bancaire,3.3,2,6171.0
2024-04-29 06:10:41.584158416,28.0,Femme,Dakar,Fidèle,Alimentation,5,1467.0,2034.0,0.079,Carte bancaire,2.2,5,9367.0
2024-04-17 05:04:09.504950488,24.0,Femme,Dakar,Fidèle,Maison,5,629.0,932.0,0.098,Wave,4.4,5,4203.0
2025-10-04 04:07:59.567956784,50.0,Homme,Dakar,Occasionnel,Beauté,2,858.0,1248.0,0.098,Wave,3.0,3,2251.0
2025-02-26 22:21:03.726372632,66.0,Femme,Dakar,Occasionnel,Alimentation,4,728.0,958.0,0.08,Espèces,4.2,4,3525.0
2023-06-05 20:01:04.806480646,67.0,Femme,Thiès,Occasionnel,Mode,2,865.0,1134.0,0.03,Wave,3.1,2,2200.0
2024-10-16 21:00:42.124212416,34.0,Homme,Touba,Occasionnel,Alimentation,1,2382.0,3516.0,0.024,Espèces,3.5,1,3432.0
2023-05-27 07:21:32.889288928,46.0,Homme,Saint-Louis,Occasionnel,Alimentation,8,1925.0,2835.0,0.089,Espèces,2.5,4,20661.0
2025-01-27 16:57:01.782178216,38.0,Homme,Thiès,Occasionnel,Alimentation,1,543.0,774.0,0.102,Wave,3.6,4,695.0
2023-01-04 01:35:28.892889288,61.0,Homme,Thiès,Fidèle,Mode,3,1680.0,2238.0,0.053,Espèces,5.0,1,6358.0
2024-11-13 08:42:20.414041400,68.0,Femme,Thiès,Fidèle,Mode,3,1587.0,2384.0,0.11,Wave,3.9,1,6365.0
2024-12-19 17:17:20.144014400,45.0,Homme,Dakar,Occasionnel,Électronique,4,1970.0,2683.0,0.021,Wave,2.1,4,10507.0
2023-06-06 22:18:02.268226822,20.0,Femme,Dakar,Fidèle,Électronique,6,1198.0,1870.0,0.107,Espèces,4.1,7,10019.0
2023-07-11 02:19:07.074707470,23.0,Autre,Touba,Occasionnel,Alimentation,3,465.0,646.0,0.204,Espèces,4.6,5,1543.0
2024-06-27 12:04:06.264626456,32.0,Homme,Touba,Fidèle,Alimentation,5,816.0,1180.0,0.05,Espèces,4.6,1,5605.0
2023-05-04 04:47:44.446444644,55.0,Homme,Ziguinchor,Occasionnel,Beauté,3,592.0,775.0,0.062,Espèces,2.4,4,2181.0
2023-11-08 02:53:40.882088208,66.0,Femme,Touba,Occasionnel,Alimentation,4,598.0,805.0,0.099,Espèces,3.6,1,2901.0
2023-11-12 12:01:30.729072904,31.0,Femme,Ziguinchor,Occasionnel,Mode,3,1241.0,1570.0,0.06,Carte bancaire,2.9,0,4427.0
2025-09-07 05:34:50.009000896,43.0,Homme,Dakar,Fidèle,Mode,2,782.0,1143.0,0.044,Wave,3.7,2,2185.0
2024-11-03 20:02:48.496849680,30.0,Femme,Dakar,Occasionnel,Mode,4,1113.0,1493.0,0.163,Orange Money,3.0,3,4999.0
2023-11-08 23:55:14.851485148,57.0,Femme,Thiès,Occasionnel,Beauté,3,1853.0,2705.0,0.036,Carte bancaire,1.9,1,7823.0
2023-03-06 14:40:30.243024302,48.0,Femme,Dakar,Fidèle,Électronique,3,1251.0,2092.0,0.194,Espèces,3.7,4,5058.0
2024-08-18 20:22:40.936093608,62.0,Homme,Rufisque,Occasionnel,Maison,4,1180.0,1337.0,0.056,Carte bancaire,3.3,4,5049.0
2025-05-19 09:46:42.880288016,67.0,Femme,Touba,Occasionnel,Électronique,4,1598.0,2406.0,0.036,Wave,4.2,3,9278.0
2023-06-21 19:44:39.747974796,22.0,Homme,Dakar,Occasionnel,Beauté,2,1036.0,1390.0,0.036,Espèces,1.7,7,2680.0
2023-07-02 15:56:32.619261924,26.0,Homme,Dakar,Occasionnel,Maison,3,1335.0,1969.0,0.03,Wave,2.7,5,5730.0
2025-11-30 00:12:05.832583248,32.0,Femme,Saint-Louis,Fidèle,Mode,4,879.0,1279.0,0.057,Carte bancaire,4.4,4,4824.0
2023-07-11 07:34:30.567056704,19.0,Femme,Dakar,Fidèle,Électronique,2,1255.0,1818.0,0.133,Virement,3.4,2,3152.0
2024-10-20 22:15:26.732673264,52.0,Femme,Dakar,Occasionnel,Alimentation,4,1706.0,2446.0,0.024,Orange Money,2.2,7,9549.0
2023-07-04 02:06:35.319531952,29.0,Autre,Thiès,Occasionnel,Alimentation,3,1492.0,2321.0,0.244,Orange Money,2.8,7,5264.0
2025-12-27 22:24:31.107110704,56.0,Homme,Rufisque,Occasionnel,Mode,4,1327.0,1825.0,0.045,Orange Money,3.2,5,6972.0
2024-01-08 02:50:13.501350132,55.0,Femme,Rufisque,Occasionnel,Beauté,1,1748.0,2577.0,0.137,Orange Money,4.4,5,2224.0
2025-07-16 18:38:33.591359136,45.0,Femme,Dakar,Occasionnel,Électronique,3,617.0,868.0,0.155,Wave,2.0,3,2200.0
2025-02-23 04:59:24.356435640,27.0,Femme,Rufisque,Occasionnel,Alimentation,5,1077.0,1588.0,0.083,Espèces,4.1,1,7281.0
2023-05-07 06:23:13.339333932,21.0,Femme,Dakar,Occasionnel,Maison,2,2059.0,3354.0,0.024,Orange Money,5.0,4,6547.0
2025-08-31 13:15:23.492349232,46.0,Femme,Dakar,Occasionnel,Beauté,4,1576.0,1941.0,0.068,Wave,3.8,9,7236.0
2025-12-04 06:42:13.933393328,56.0,Homme,Dakar,Occasionnel,Électronique,5,512.0,711.0,0.064,Orange Money,2.8,6,3327.0
2024-03-12 09:37:38.505850584,41.0,Autre,Touba,Occasionnel,Beauté,4,945.0,1503.0,0.034,Carte bancaire,3.3,4,5808.0
2025-03-01 13:25:45.634563448,60.0,Femme,Dakar,Fidèle,Alimentation,3,2211.0,3338.0,0.072,Wave,4.3,3,9293.0
2024-08-05 11:43:47.902790272,56.0,Autre,Thiès,Occasionnel,Mode,4,1084.0,1517.0,0.113,Wave,2.9,4,5382.0
2025-05-21 03:49:50.819081904,60.0,Femme,Dakar,Occasionnel,Mode,2,1343.0,1722.0,0.045,Wave,2.5,3,3289.0
2024-07-20 22:30:59.945994592,70.0,Homme,Dakar,Occasionnel,Mode,4,1102.0,1475.0,0.049,Orange Money,3.5,6,5611.0
2023-08-16 05:38:43.312331232,63.0,Femme,Dakar,Fidèle,Mode,5,1018.0,1568.0,0.024,Wave,5.0,3,7652.0
2024-12-01 10:22:08.532853280,67.0,Femme,Kaolack,Occasionnel,Mode,2,879.0,1116.0,0.045,Carte bancaire,4.0,0,2132.0
2024-06-23 10:49:21.656165616,56.0,Femme,Dakar,Occasionnel,Beauté,4,2808.0,3403.0,0.018,Orange Money,2.8,2,13367.0
2024-03-01 02:54:58.649864984,60.0,Homme,Dakar,Occasionnel,Mode,3,707.0,916.0,0.05,Wave,2.4,7,2611.0
2023-07-21 01:29:25.976597658,49.0,Homme,Dakar,Occasionnel,Mode,3,1653.0,2678.0,0.027,Virement,4.1,8,7817.0
2023-11-16 10:38:33.591359132,55.0,Femme,Dakar,Fidèle,Mode,3,843.0,1194.0,0.135,Wave,4.5,4,3098.0
2023-01-08 18:36:23.978397839,55.0,Homme,Rufisque,Occasionnel,Alimentation,7,253.0,353.0,0.113,Orange Money,3.5,1,2192.0
2023-12-10 20:44:42.988298828,49.0,Homme,Dakar,Fidèle,Électronique,4,2711.0,3674.0,0.157,Orange Money,3.8,3,12389.0
2024-12-11 12:10:09.180918088,32.0,Femme,Dakar,Occasionnel,Électronique,7,1436.0,1888.0,0.112,Espèces,4.2,5,11736.0
2025-03-08 05:45:12.151215112,56.0,Femme,Thiès,Occasionnel,Beauté,3,633.0,890.0,0.042,Espèces,3.4,8,2558.0
2024-11-13 00:49:15.175517544,59.0,Femme,Saint-Louis,Occasionnel,Mode,4,971.0,1313.0,0.109,Orange Money,3.4,4,4680.0
2024-03-02 13:05:01.350135008,27.0,Femme,Dakar,Fidèle,Mode,4,407.0,643.0,0.036,Wave,4.6,3,2479.0
2023-07-19 04:48:36.291629162,62.0,Femme,Dakar,Occasionnel,Électronique,7,372.0,507.0,0.075,Espèces,4.4,2,3283.0
2025-01-19 01:19:03.834383432,32.0,Femme,Dakar,Fidèle,Beauté,2,703.0,1071.0,0.092,Carte bancaire,3.3,3,1945.0
